noise_rate,cleancore_acc,cleancore_f1,gradmatch_acc,gradmatch_f1,deem_acc,deem_f1
0.06,0.9097758812901242,0.8869146126322689,0.8900165301964402,0.8624932777349872,0.8769461423134587,0.8360835120079848
0.12,0.8950909160804214,0.873445869646271,0.8907469342251951,0.8610178442472584,0.8789835851305117,0.8425670306445292
0.18,0.8994733402529504,0.8740779195132489,0.8879790873793872,0.860655438337621,0.8762541806020067,0.8356147421218341
0.24,0.8984738400030754,0.8748699302452421,0.8631837927190251,0.8144834913577219,0.8883635105524161,0.8564382365779135
0.30,0.8918233191096759,0.8683456844482943,0.8700649675162418,0.8299451881735412,0.8907469342251951,0.8606894457588236
