noise_rate,cleancore_acc,cleancore_f1,gradmatch_acc,gradmatch_f1,deem_acc,deem_f1
0.06,0.9131588052127783,0.8914921745163134,0.892169299965402,0.866536844641959,0.8503825010571637,0.790094518238718
0.12,0.9089301503094607,0.8873757739500628,0.8925152808211279,0.8629692527022541,0.8813285664859878,0.8502402223890465
0.18,0.9042017452812056,0.8818175371639863,0.8864413946872718,0.8592769506542399,0.869334563487487,0.8278473048426022
0.24,0.8982816284165609,0.872700668896321,0.8842501826010072,0.8549462681307921,0.8889401453119594,0.8573723975568578
0.30,0.8986660515895898,0.8747604622841574,0.8654134471225926,0.8231725393795368,0.8887863760427479,0.8542832153910842
