noise_rate,cleancore_acc,cleancore_f1,gradmatch_acc,gradmatch_f1,deem_acc,deem_f1
0.06,0.9519725557461407,0.9521249799090168,0.9462550028587764,0.9464071955335264,0.9222412807318467,0.9232284223173137
0.12,0.9359634076615209,0.9363401340114368,0.9179531160663236,0.9176597405367707,0.8782161234991424,0.8788965643665811
0.18,0.9359634076615209,0.9361839534174973,0.9259576901086335,0.9258292464668747,0.866781017724414,0.8664139224936511
0.24,0.9210977701543739,0.9211121299221305,0.8622069754145226,0.8608778343821107,0.8530588907947398,0.8522937498096936
0.30,0.8970840480274442,0.8978337409972431,0.8787878787878788,0.8791403051394318,0.7955974842767296,0.7962693484073118
