noise_rate,cleancore_acc,cleancore_f1,gradmatch_acc,gradmatch_f1,deem_acc,deem_f1
0.06,0.8604467805519054,0.8433204520567352,0.8394218134034166,0.8166868717930522,0.8409986859395532,0.8154388902914775
0.12,0.8488830486202366,0.8247496191410624,0.8304862023653088,0.79839943497873,0.8412614980289094,0.8124658913170064
0.18,0.8454664914586071,0.8259894461565456,0.8176084099868594,0.7941286992858703,0.8307490144546649,0.8009131402104727
0.24,0.8386333771353482,0.81439614217392,0.8223390275952693,0.7890774703925509,0.8226018396846255,0.7883868708610977
0.30,0.8204993429697766,0.7934028245648888,0.81419185282523,0.7854818533533445,0.819185282522996,0.7876153178144037
