noise_rate,cleancore_acc,cleancore_f1,gradmatch_acc,gradmatch_f1,deem_acc,deem_f1
0.06,0.9652173913043478,0.9624918460534899,0.9217391304347826,0.9175233086301697,0.9391304347826087,0.933300190570884
0.12,0.9652173913043478,0.9628552971576227,0.9565217391304348,0.9533468559837728,0.9478260869565217,0.9447823303457106
0.18,0.9391304347826087,0.9346855983772819,0.9391304347826087,0.9346855983772819,0.8521739130434782,0.8380147485292899
0.24,0.9739130434782609,0.9720081135902636,0.8956521739130435,0.8820915926179084,0.9043478260869565,0.8951860137542464
0.30,0.9565217391304348,0.9541796159056498,0.9304347826086956,0.9233333333333333,0.8608695652173913,0.8539682539682539
