dataset,noise_type,noise_rate,method,accuracy,macro_f1,macro_precision,macro_recall,total_time_sec,method_time_sec,train_time_sec,epochs_ran,n_train_input,n_train_selected
skin,random,0.06,cleancore,0.9980616991757121,0.9970618733384257,0.9956883786427497,0.9984505030468729,29.450942438095808,29.413199335336685,26.037484470754862,200.0,196045.0,9802.0
skin,random,0.06,gradmatch,0.9980208928425691,0.997001748535197,0.9953468169765192,0.9986787249018225,17.148266825824976,17.119519609957933,16.60502525791526,89.0,196045.0,8500.0
skin,random,0.06,deem,0.9940422753611361,0.9910371139071698,0.9861117283125234,0.9961684262406485,9.817798543721437,9.790287360548973,8.649975184351206,52.0,196045.0,9802.0
skin,random,0.12,cleancore,0.9978168611768546,0.996693841846482,0.9948646958367384,0.998549991637147,22.761256102472544,22.71417274326086,20.350033953785896,144.0,196045.0,9802.0
skin,random,0.12,gradmatch,0.997653635844283,0.9964476758470902,0.9944796740608665,0.9984470050254064,23.76839615032077,23.739713702350855,23.046914476901293,161.0,196045.0,8500.0
skin,random,0.12,deem,0.9949808210234229,0.9924366981103805,0.9882590928821071,0.9967605992581562,9.864148929715157,9.836678296327591,8.629554215818644,52.0,196045.0,9802.0
skin,random,0.18,cleancore,0.9977352485105688,0.9965707411543271,0.9946721100358678,0.9984984983312767,28.998317167162895,28.963466577231884,25.55222312361002,200.0,196045.0,9802.0
skin,random,0.18,gradmatch,0.9973883946788542,0.9960485260862018,0.9937864077669902,0.9983522142121524,17.465754136443138,17.435714974999428,16.895045679062605,87.0,196045.0,8500.0
skin,random,0.18,deem,0.9940626785277075,0.9910687611129214,0.9860938545350282,0.9962538619979402,9.997486088424921,9.96850311383605,8.613625936210155,52.0,196045.0,9802.0
skin,random,0.24,cleancore,0.9979188770097119,0.9968477675063699,0.9951056390471568,0.9986143582694847,28.81874731183052,28.784272257238626,25.41150840371847,200.0,196045.0,9802.0
skin,random,0.24,gradmatch,0.9978984738431405,0.9968160601618934,0.9951968649182618,0.9984563600813687,27.11793566867709,27.089258324354887,26.329777102917433,195.0,196045.0,8500.0
skin,random,0.24,deem,0.9921855872031339,0.9882833862633014,0.981856939838939,0.9950695159629248,9.658756639808416,9.631190441548824,8.397436905652285,52.0,196045.0,9802.0
skin,random,0.30,cleancore,0.9975924263445687,0.9963517219939358,0.9948218403140856,0.9979004480302343,28.697384741157293,28.663164507597685,25.270677711814642,200.0,196045.0,9802.0
skin,random,0.30,gradmatch,0.995307271688566,0.9929245817414872,0.9890104558019029,0.9969665724816372,27.081004049628973,27.052114203572273,26.284920778125525,193.0,196045.0,8500.0
skin,random,0.30,deem,0.9926548600342773,0.9889772605358842,0.9829404731991223,0.9953293212562666,10.011099584400654,9.982009712606668,8.58219725266099,52.0,196045.0,9802.0
skin,shift,0.06,cleancore,0.9982249245082837,0.9973100709101582,0.9957948394938004,0.9988437393819103,28.663436625152826,28.628965616226196,25.69220694899559,200.0,196045.0,9802.0
skin,shift,0.06,gradmatch,0.9979596833428548,0.9969091305079396,0.9952369535774507,0.9986038237070077,17.197094153612852,17.15769111737609,16.637229427695274,86.0,196045.0,8500.0
skin,shift,0.06,deem,0.9952868685219947,0.9928925501342143,0.9890625622442699,0.9968448555089333,10.053727943450212,10.014149136841297,8.773924198001623,52.0,196045.0,9802.0
skin,shift,0.12,cleancore,0.99747000734514,0.9961711836230326,0.9940127321172028,0.9983674263026105,28.350992903113365,28.31645628064871,25.409214172512293,200.0,196045.0,9802.0
skin,shift,0.12,gradmatch,0.9971843630131396,0.9957404297148105,0.9934103942834935,0.9981146373012405,24.71395691856742,24.67060261964798,23.97885950654745,161.0,196045.0,8500.0
skin,shift,0.12,deem,0.9918591365379907,0.9877990879182792,0.9811890924396818,0.9947909803086197,10.14796145260334,10.119522478431463,8.857240449637175,52.0,196045.0,9802.0
skin,shift,0.18,cleancore,0.9975312168448544,0.9962628752449343,0.9942258711456348,0.998333483851189,15.754528984427452,15.71912482008338,14.28624115139246,85.0,196045.0,9802.0
skin,shift,0.18,gradmatch,0.9964702521831388,0.9946668088771127,0.9917399152516818,0.9976640708748759,21.369661886245012,21.341157354414463,20.73314507678151,125.0,196045.0,8500.0
skin,shift,0.18,deem,0.9912062352077042,0.9868372753500219,0.9796755635197585,0.994451596292482,9.760881844907999,9.733368210494518,8.25551250204444,52.0,196045.0,9802.0
skin,shift,0.24,cleancore,0.9973067820125684,0.9959247494841642,0.9936979022193949,0.9981918772600459,25.318410992622375,25.282484862953424,22.82847837358713,164.0,196045.0,9802.0
skin,shift,0.24,gradmatch,0.9966538806822819,0.9949426259582652,0.9921683858750876,0.9977799308130839,21.68607832863927,21.641791991889477,21.033920623362064,113.0,196045.0,8500.0
skin,shift,0.24,deem,0.9921855872031339,0.988281731098466,0.9819188389877151,0.9949969535321006,9.664828285574913,9.63729476928711,8.56004648655653,52.0,196045.0,9802.0
skin,shift,0.30,cleancore,0.9954909001877091,0.9931987743071691,0.9894672784595382,0.9970461512044331,29.52803237736225,29.491240944713354,25.275443483144045,200.0,196045.0,9802.0
