dataset,noise_type,noise_rate,method,accuracy,macro_f1,macro_precision,macro_recall,total_time_sec,method_time_sec,train_time_sec,epochs_ran,n_train_input,n_train_selected
skin,shift,0.30,gradmatch,0.9934505835305639,0.9901564073861275,0.9847994355608659,0.9957588185576771,28.580729223787785,28.55234780535102,27.778380684554577,198.0,196045.0,8500.0
skin,shift,0.30,deem,0.9903901085448462,0.9856358811726551,0.9778727802311378,0.9939366632337796,10.236248537898064,10.20250042155385,8.888635236769915,52.0,196045.0,9802.0
wdbc,random,0.06,cleancore,0.9652173913043478,0.9624918460534899,0.9675346077785102,0.958171834625323,0.769694373011589,0.7498087249696255,0.4379488006234169,282.0,454.0,45.0
wdbc,random,0.06,gradmatch,0.9217391304347826,0.9175233086301697,0.9130434782608696,0.9234496124031008,1.6046902537345886,1.587639156728983,0.8697043396532536,291.0,454.0,45.0
wdbc,random,0.06,deem,0.9391304347826087,0.933300190570884,0.9478810663021189,0.9232881136950905,0.43105413019657135,0.41549694910645485,0.15257194265723228,53.0,454.0,45.0
wdbc,random,0.12,cleancore,0.9652173913043478,0.9628552971576227,0.9628552971576227,0.9628552971576227,0.8016925863921642,0.7814509458839893,0.4405410438776016,296.0,454.0,45.0
wdbc,random,0.12,gradmatch,0.9565217391304348,0.9533468559837728,0.9556425309849967,0.9512273901808785,1.4554328136146069,1.4384769052267075,0.7666221223771572,260.0,454.0,45.0
wdbc,random,0.12,deem,0.9478260869565217,0.9447823303457106,0.9412698412698413,0.9489664082687339,0.4343368150293827,0.41874923929572105,0.1542757861316204,53.0,454.0,45.0
wdbc,random,0.18,cleancore,0.9391304347826087,0.9346855983772819,0.9368884540117417,0.9326550387596899,0.5820530317723751,0.561325091868639,0.28055134788155556,166.0,454.0,45.0
wdbc,random,0.18,gradmatch,0.9391304347826087,0.9346855983772819,0.9368884540117417,0.9326550387596899,0.628951296210289,0.612746000289917,0.23969490826129913,84.0,454.0,45.0
wdbc,random,0.18,deem,0.8521739130434782,0.8380147485292899,0.849624060150376,0.8304263565891472,0.444250725209713,0.4282493628561497,0.15659628063440323,53.0,454.0,45.0
wdbc,random,0.24,cleancore,0.9739130434782609,0.9720081135902636,0.9743966079582518,0.9697997416020672,0.5922058895230293,0.57164141908288,0.2882159389555454,169.0,454.0,45.0
wdbc,random,0.24,gradmatch,0.8956521739130435,0.8820915926179084,0.9177753141167775,0.8651485788113695,1.2358851246535778,1.21126289665699,0.6303650476038456,211.0,454.0,45.0
wdbc,random,0.24,deem,0.9043478260869565,0.8951860137542464,0.9085782638414217,0.8861434108527132,0.4563511125743389,0.44081688672304153,0.15478908643126488,53.0,454.0,45.0
wdbc,random,0.30,cleancore,0.9565217391304348,0.9541796159056498,0.9492753623188406,0.960594315245478,0.614655502140522,0.5946445725858212,0.28440696746110916,169.0,454.0,45.0
wdbc,random,0.30,gradmatch,0.9304347826086956,0.9233333333333333,0.9416146916146917,0.9116602067183464,0.5230822488665581,0.5071524828672409,0.17862419411540031,65.0,454.0,45.0
wdbc,random,0.30,deem,0.8608695652173913,0.8539682539682539,0.8494993742177722,0.8607881136950905,0.4592018537223339,0.4435201436281204,0.1557694524526596,53.0,454.0,45.0
wdbc,shift,0.06,cleancore,0.991304347826087,0.9906693711967546,0.9931506849315068,0.9883720930232558,0.577147975564003,0.5579224452376366,0.27665457129478455,165.0,454.0,45.0
wdbc,shift,0.06,gradmatch,0.9739130434782609,0.9720081135902636,0.9743966079582518,0.9697997416020672,0.7589434944093227,0.7421685345470905,0.3372299075126648,116.0,454.0,45.0
wdbc,shift,0.06,deem,0.9478260869565217,0.9442829457364341,0.9442829457364341,0.9442829457364341,0.681332815438509,0.6582854650914669,0.26805562898516655,53.0,454.0,45.0
wdbc,shift,0.12,cleancore,0.9652173913043478,0.9624918460534899,0.9675346077785102,0.958171834625323,0.7623278796672821,0.7418520152568817,0.4083186239004135,271.0,454.0,45.0
wdbc,shift,0.12,gradmatch,0.9478260869565217,0.9437377690802349,0.948582729070534,0.9395994832041343,2.20400433242321,2.186892181634903,1.243061576038599,324.0,454.0,45.0
wdbc,shift,0.12,deem,0.9478260869565217,0.9431443638760713,0.9542847503373819,0.9349160206718347,0.7554197758436203,0.7276261411607265,0.26501111686229706,53.0,454.0,45.0
wdbc,shift,0.18,cleancore,0.9391304347826087,0.9363586054233537,0.9300373134328358,0.946705426356589,0.5931454673409462,0.5743725597858429,0.28989868238568306,174.0,454.0,45.0
wdbc,shift,0.18,gradmatch,0.8695652173913043,0.8553944169670551,0.8748241912798875,0.8443152454780362,1.0708891116082668,1.0460832342505455,0.5216745138168335,116.0,454.0,45.0
wdbc,shift,0.18,deem,0.8869565217391304,0.8695576302242387,0.9235294117647059,0.8488372093023255,0.5875865705311298,0.566116213798523,0.16462534293532372,53.0,454.0,45.0
wdbc,shift,0.24,cleancore,0.9130434782608695,0.9062296151337247,0.9106789716545814,0.9024547803617571,0.5931790471076965,0.5738848224282265,0.2778266742825508,171.0,454.0,45.0
wdbc,shift,0.24,gradmatch,0.8869565217391304,0.8761289253459276,0.8889268626110731,0.8675710594315245,2.819662906229496,2.8022705130279064,1.6251346208155155,468.0,454.0,45.0
wdbc,shift,0.24,deem,0.8521739130434782,0.8397672321940824,0.8458333333333333,0.835109819121447,0.5388743132352829,0.5175726003944874,0.15446850657463074,53.0,454.0,45.0
wdbc,shift,0.30,cleancore,0.808695652173913,0.804421768707483,0.8037878787878787,0.8238049095607235,0.590715792030096,0.5713381879031658,0.2808045260608196,168.0,454.0,45.0
wdbc,shift,0.30,gradmatch,0.7913043478260869,0.7876923076923077,0.7902298850574713,0.8099160206718347,2.1491039842367172,2.126445759087801,1.119396936148405,364.0,454.0,45.0
wdbc,shift,0.30,deem,0.7565217391304347,0.751082251082251,0.7515151515151515,0.7680878552971576,0.46934783831238747,0.452381893992424,0.15518415346741676,53.0,454.0,45.0
